,id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
3627,17515118,15174928,YAU TSIM MONG,22.30619,114.17076000000002,Private room,399,1,6,9,179
3628,17515350,52473150,YAU TSIM MONG,22.318270000000002,114.16968999999999,Private room,485,1,0,72,119
3629,17515699,118751513,WAN CHAI,22.27855,114.18567,Entire home/apt,3701,28,0,2,365
3630,17519134,26137830,CENTRAL & WESTERN,22.28368,114.14861,Entire home/apt,790,6,0,1,0
3633,17525207,19569224,YAU TSIM MONG,22.29749,114.17498,Private room,524,1,87,18,88
3634,17525370,30770000,YAU TSIM MONG,22.31483,114.17108999999999,Private room,892,1,0,17,357
3636,17531921,104337258,YAU TSIM MONG,22.320529999999998,114.16758999999999,Entire home/apt,751,1,148,2,166
3637,17532056,118751513,WAN CHAI,22.2782,114.1859,Entire home/apt,3701,30,0,2,180
3638,17532114,118905134,WAN CHAI,22.268620000000002,114.18383999999999,Entire home/apt,900,4,50,1,0
3639,17532827,4584648,CENTRAL & WESTERN,22.28908,114.14307,Private room,227,30,0,80,364
3640,17535489,12713519,WAN CHAI,22.278010000000002,114.16814,Entire home/apt,602,2,42,1,2
3641,17537840,19569224,YAU TSIM MONG,22.299020000000002,114.17313999999999,Private room,399,1,92,18,113
3642,17538235,19569224,YAU TSIM MONG,22.298560000000002,114.17455,Private room,352,1,86,18,101
3643,17538751,19569224,YAU TSIM MONG,22.29845,114.17493999999999,Private room,376,1,58,18,76
3644,17538829,76263915,CENTRAL & WESTERN,22.28608,114.14971000000001,Entire home/apt,501,1,93,21,249
3645,17538933,109189870,WAN CHAI,22.27552,114.17168000000001,Entire home/apt,1948,1,44,21,156
3646,17538963,109189870,WAN CHAI,22.27523,114.17178,Entire home/apt,2151,1,55,21,171
3647,17539309,19569224,YAU TSIM MONG,22.29767,114.17504,Private room,336,1,116,18,115
3648,17541295,30770000,YAU TSIM MONG,22.31483,114.17233,Private room,297,1,1,17,364
3649,17541536,2441530,YAU TSIM MONG,22.29605,114.17165,Entire home/apt,1385,90,3,2,203
3650,17546517,9341833,CENTRAL & WESTERN,22.28294,114.14587,Entire home/apt,1087,3,2,1,0
3651,17546959,73679972,CENTRAL & WESTERN,22.28654,114.14721999999999,Shared room,696,5,0,1,0
3652,17548988,50961728,CENTRAL & WESTERN,22.284879999999998,114.14063,Entire home/apt,430,3,11,1,0
3653,17551833,22938205,CENTRAL & WESTERN,22.28355,114.14895,Entire home/apt,595,2,20,1,31
3654,17558497,115983270,YAU TSIM MONG,22.318479999999997,114.15533,Entire home/apt,1197,3,9,1,0
3655,17559872,116364906,YAU TSIM MONG,22.31256,114.16976000000001,Private room,368,1,7,38,140
3656,17560147,6751976,CENTRAL & WESTERN,22.28404,114.15082,Entire home/apt,696,2,7,1,0
3657,17560310,105416813,WAN CHAI,22.27936,114.18283999999998,Private room,297,2,0,1,0
3658,17562145,31119781,WAN CHAI,22.275389999999998,114.17262,Entire home/apt,1103,2,9,1,76
3659,17562730,119221280,CENTRAL & WESTERN,22.28425,114.15005,Entire home/apt,501,1,15,2,13
3660,17573707,7921619,WAN CHAI,22.27808,114.18308,Private room,399,3,0,2,0
3661,17576026,104431155,WAN CHAI,22.275270000000003,114.17073,Entire home/apt,1400,1,32,2,168
3665,17593598,6389428,YAU TSIM MONG,22.29685,114.17401000000001,Entire home/apt,696,1,50,8,116
3666,17593806,119552272,CENTRAL & WESTERN,22.28677,114.1434,Entire home/apt,900,1,31,2,10
3667,17595955,9912618,CENTRAL & WESTERN,22.28707,114.15085,Entire home/apt,595,1,103,1,98
3668,17596507,84392532,WAN CHAI,22.27349,114.1741,Entire home/apt,947,5,18,7,90
3669,17600048,691569,CENTRAL & WESTERN,22.282729999999997,114.12953,Entire home/apt,1087,14,0,1,0
3670,17611728,29005537,WAN CHAI,22.27678,114.18658,Entire home/apt,1479,3,59,2,282
3671,17613541,10926461,CENTRAL & WESTERN,22.28794,114.14204,Entire home/apt,501,2,15,1,0
